ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject1_file_353,"[2, 4, 5, 9]",1.5480849853888556,0,0,0.8935856246264196,3.487932004217307,0,0,0,0.6544993607624361,3.487932004217307
subject1_file_979,[3],1.8334326434548713,0,0,1.654499360762436,1.5480849853888556,0,0.6544993607624361,0,0,0.8935856246264196
subject1_file_348,[3],1.0,1.0,0,1.8334326434548713,0.6544993607624361,0,0,0,0,0.6544993607624361
subject1_file_302,"[0, 1, 2, 3]",2.594346379590888,1.9398470188284518,0,0.8935856246264196,1.5943463795908879,0,0,0.8935856246264196,0,0.6544993607624361
subject1_file_570,"[2, 4, 5, 9]",2.5480849853888556,1.0,0,0.8935856246264196,2.487932004217307,0,0,0,0,2.487932004217307
subject1_file_162,[3],0,1.0,0,3.487932004217307,0,0,1.5943463795908879,0,0,0.6544993607624361
subject1_file_969,[3],0,0,0,1.9398470188284518,0.6544993607624361,0,0,0,0,0.6544993607624361
subject1_file_72,"[0, 1, 3]",3.487932004217307,1.0,0,0,2.487932004217307,0,0,0,0,1.5480849853888556
subject1_file_734,"[0, 2, 4, 5, 9]",1.654499360762436,1.0,0,1.8334326434548713,1.654499360762436,0,0,0,0.6544993607624361,0.6544993607624361
subject1_file_759,[9],1.6471669903455046,0,0,0,2.6471669903455046,0,0,0,0.6963892502189235,2.6471669903455046
subject1_file_320,[3],0,1.0,0,1.654499360762436,1.5943463795908879,0,0,0,0,1.5943463795908879
subject1_file_385,[3],1.0,1.0,0,0.9398470188284518,0.6544993607624361,0,0,0,0,0.6544993607624361
subject1_file_430,"[0, 1, 2, 3]",2.487932004217307,1.8334326434548713,0.6544993607624361,0,3.487932004217307,0.6544993607624361,0,0,0,0.6544993607624361
subject1_file_526,"[2, 4, 5, 9]",1.6471669903455046,0.950777740126581,0,0,2.6471669903455046,0,0,0,0,1.6963892502189235
subject1_file_976,[3],0.9398470188284518,0.9398470188284518,0,2.5480849853888556,0.9398470188284518,0,0,0,0,0.6544993607624361
subject1_file_309,[3],1.0,1.0,0,0,0.6544993607624361,0,0,0,0,0.6544993607624361
subject1_file_45,"[0, 1, 2, 3]",2.5480849853888556,1.0,0,0.8935856246264196,1.5943463795908879,0,0,0,0,0.6544993607624361
subject1_file_770,"[2, 4, 5, 9]",1.654499360762436,1.0,0,0.8935856246264196,2.594346379590888,0,0,0,0.6544993607624361,1.5943463795908879
subject1_file_211,[3],0.6544993607624361,0,0,1.9398470188284518,0.6544993607624361,0,0,0,0,0
subject1_file_713,"[1, 3]",0.9398470188284518,2.594346379590888,0,1.654499360762436,0,0,0,0,0,0
subject1_file_462,"[0, 1, 2]",1.8334326434548713,0.6544993607624361,0,0,2.8334326434548713,0,0,0,0,1.8935856246264196
subject1_file_287,"[2, 4, 5, 9]",2.5480849853888556,1.0,0,0,2.487932004217307,0,0,0,0,2.487932004217307
