Filename	Groundtruth	EPOCH100	EPOCH200	EPOCH300	EPOCH400	EPOCH500	EPOCH600	EPOCH700	EPOCH800	EPOCH900	EPOCH1000	
subject1_file_536	[3, 7, 8]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4, 9]	[3]	[3]	[0, 1, 4]	[3]	
subject1_file_96	[8, 9]	[0, 1, 3, 4]	[3]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[4]	[0, 1]	
subject1_file_37	[3]	[3]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	
subject1_file_281	[1, 3]	[0, 1, 3, 4]	[3]	[3]	[3]	[1, 3]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_849	[1]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_485	[0, 1, 4]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_496	[0, 1, 4]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[4, 9]	[0, 1, 4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_564	[1, 3, 4]	[0, 1, 3, 4]	[3]	[0, 1, 4]	[1, 3]	[4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject1_file_871	[3, 7, 8]	[0, 1, 3, 4]	[3]	[3]	[3]	[0, 1, 4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_743	[8, 9]	[0, 1, 3, 4]	[3]	[3]	[3]	[1, 3]	[0, 1, 3, 4]	[1, 3]	[0, 1, 3]	[0, 1, 3]	[1, 3]	
subject1_file_417	[3]	[3]	[3]	[3]	[3]	[3]	[0, 1, 3]	[1, 3]	[3]	[3]	[3]	
subject1_file_39	[1, 3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_858	[0, 1, 2]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[4]	[0, 1]	
subject1_file_353	[2, 4, 5, 9]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[4, 9]	[4, 9]	[0, 1, 4]	[4, 9]	
subject1_file_979	[3]	[3]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[1, 3]	[3]	[3]	[3]	
subject1_file_348	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4, 9]	[3]	[3]	[3]	[0, 1]	
subject1_file_302	[0, 1, 2, 3]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_570	[2, 4, 5, 9]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[1, 4]	[4, 9]	[0, 1, 3, 4, 9]	[4, 9]	[4, 9]	[0, 1, 4]	[0, 1]	
subject1_file_162	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[3]	[1, 3]	[1, 3]	[1, 3]	
subject1_file_969	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	
subject1_file_72	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_734	[0, 2, 4, 5, 9]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject1_file_320	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4, 9]	[3]	[1, 3]	[1, 3]	[1, 3]	
subject1_file_385	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[3]	[0, 1]	
subject1_file_430	[0, 1, 2, 3]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[4]	[4]	[4]	
subject1_file_526	[2, 4, 5, 9]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[1, 4]	[4, 9]	[0, 1, 3, 4, 9]	[4]	[0, 1, 4]	[4, 9]	[]	
subject1_file_976	[3]	[3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[0, 1, 3]	[1, 3]	[3]	[3]	
subject1_file_309	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[0, 1]	[0, 1, 4]	[0, 1, 3]	[0, 1]	
subject1_file_45	[0, 1, 2, 3]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
subject1_file_770	[2, 4, 5, 9]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[0, 1, 4]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject1_file_211	[3]	[3]	[3]	[3]	[3]	[3]	[0, 1, 3]	[3]	[3]	[3]	[3]	
subject1_file_713	[1, 3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[0, 1, 3, 4]	[3]	[0, 1, 4]	[0, 1, 3, 4]	[1, 3]	
subject1_file_462	[0, 1, 2]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 4, 9]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[4, 9]	[0, 1, 4]	[4, 9]	
subject1_file_287	[2, 4, 5, 9]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4]	[4, 9]	[4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1]	
Total Train loss	-----	0.44526591897010803	0.419773131608963	0.37790530920028687	0.36626482009887695	0.3523506224155426	0.41955915093421936	0.3903208076953888	0.3638068735599518	0.3610447347164154	0.3467535376548767	
Train Accuracy	-----	0.4691626409017713	0.4610420979986197	0.5706234184495054	0.5866344605475041	0.6023349436392915	0.47199792960662523	0.5469404186795491	0.5729468599033816	0.5739130434782609	0.578743961352657	
Training time	-----	0:00:07.351508	0:00:06.593008	0:00:06.702794	0:00:06.682736	0:00:06.749818	0:00:06.638993	0:00:06.747232	0:00:06.602240	0:00:06.724630	0:00:06.777433	
Total Test loss	-----	0.46093273162841797	0.39605584740638733	0.40381699800491333	0.39925798773765564	0.39732640981674194	0.4586389660835266	0.4428938329219818	0.4405125081539154	0.4481620490550995	0.45949727296829224	
Test Accuracy	-----	0.3532467532467532	0.5870129870129871	0.5484848484848485	0.6060606060606061	0.6023809523809522	0.3317254174397031	0.3878787878787879	0.4225108225108225	0.420995670995671	0.41385281385281386	
Testing time	-----	0:00:12.324884	0:00:12.183338	0:00:12.042606	0:00:12.101016	0:00:12.045887	0:00:12.113859	0:00:11.959991	0:00:12.172570	0:00:12.138948	0:00:12.065178	
threshold sigmoid train	-----	40	33	39	44	46	30	36	39	37	42	
threshold sigmoid test	-----	35	38	42	47	47	27	45	42	47	51	
