X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,subject_id,activity
34.994659999999996,-272.21625,1723.8341100000002,54.89071,-145.87238,1686.3122600000002,27.44807,-334.78342000000004,1600.92065,193.19843999999998,-264.4216,1478.7926,139.78316,-384.01431,1326.3687699999998,477.55399000000006,-301.4068,1428.0175800000002,709.46082,-295.96191,1413.3208,-125.72733000000001,-260.6153,1466.47986,-404.48737,-268.31818,1409.05505,-625.39996,-218.66801,1421.08813,186.64866999999998,-168.88116000000002,974.54175,-94.63626,-168.57039,959.14911,48.40697,-353.96063,1031.22009,186.65909,-150.26448,706.04797,221.06037999999998,-263.60199,481.79312000000004,195.42564,-233.21185,321.84521,255.93517000000003,-301.89583999999996,83.33211999999999,209.07585,-354.31317,32.595620000000004,228.17996000000002,-139.196,45.430640000000004,-55.33906999999999,-157.15556,672.9132099999999,-108.23416,-286.28796,485.50665,-80.37573,-273.73523,322.55286,-117.56071000000001,-352.51898,93.39414000000001,-35.34029,-340.55826,92.88235,-140.24739,-195.763,45.07443,85.43715999999999,-251.15872000000002,467.27617999999995,169.2739,-292.2706,85.78656,27.56932,-263.84827,483.78902999999997,-62.75982,-396.14325,31.084690000000002,2,9
34.590740000000004,-272.23129,1723.8137199999999,54.67456,-145.91925,1686.2923600000001,27.06577,-334.51223999999996,1600.7817400000001,192.86688,-264.64187999999996,1478.80896,139.36768,-384.12827000000004,1326.34119,477.20977999999997,-301.89786000000004,1428.10779,709.12463,-296.59967,1413.5637199999999,-126.05537,-260.47968,1466.41052,-404.81775,-267.90103,1408.93237,-625.66425,-218.0871,1421.0620099999999,186.55527,-168.9052,974.55078,-94.71249,-168.37276,959.1234099999999,48.12611,-353.93338,1031.1752900000001,186.66806,-150.07113999999999,706.11591,221.00116,-263.53336,481.79575,195.3665,-233.01605,321.8436,255.9292,-301.87427,83.34814,209.08183,-354.31631,32.627159999999996,228.19907,-139.22743,45.41389,-55.39759,-156.98448,672.89661,-108.29784,-286.18579,485.50928,-80.44675,-273.64072000000004,322.57166,-117.56733999999999,-352.5174,93.38606,-35.57022,-340.14359,92.88722,-140.24953,-195.73622,45.07829,85.34956,-251.12105,467.2652,169.26564,-292.27451,85.79916,27.21997,-264.12622000000005,484.15634000000006,-62.7704,-396.13876,31.111340000000002,2,9
34.18308,-272.2601,1723.8062699999998,54.421969999999995,-145.95909,1686.27283,26.562659999999997,-334.8187,1600.90906,192.49451000000002,-264.88782000000003,1478.75684,138.94324,-384.21045,1326.30872,476.87512000000004,-302.39709,1428.1826199999998,708.81079,-297.19006,1413.77625,-126.39645,-260.31189,1466.34778,-405.12604,-267.51639,1408.79944,-625.90259,-217.51091,1420.896,186.49278,-168.97072,974.5858800000001,-94.8116,-168.18607,959.10199,47.85017,-353.87061,1031.14648,186.65895,-150.06364,706.17902,220.93736,-263.49905,481.84520999999995,195.34285,-232.93607000000003,321.86752,255.93721000000002,-301.85712,83.32619,209.08131,-354.30731000000003,32.61674,228.21202000000002,-139.2085,45.43782,-55.409180000000006,-156.86433,672.84241,-108.37491999999999,-286.08218,485.48956,-80.49938,-273.56546000000003,322.56485,-117.57757,-352.50653,93.38946999999999,-35.37327,-340.53713999999997,92.90227,-140.22946000000002,-195.73535,45.05453,85.32800999999999,-251.00496,467.25577000000004,169.25117,-292.2337,85.82239,,,,-62.75801,-396.12838999999997,31.11457,2,9
33.60614,-272.20782,1723.6523399999999,54.12494,-146.01141,1686.2414600000002,26.18127,-334.5354,1600.76892,192.15236000000002,-264.91974,1478.5708,138.53036,-384.34036000000003,1326.29175,476.51592999999997,-302.85739,1428.24011,708.45453,-297.80115,1413.95264,-126.69748999999999,-260.17477,1466.26929,-405.45212000000004,-267.11072,1408.64966,-626.15997,-216.85157999999998,1420.69568,186.39642,-168.99895,974.62964,-94.92586999999999,-167.97713000000002,959.0886800000001,47.57978,-353.82712000000004,1031.11865,186.6067,-150.21306,706.15063,220.90762,-263.48776000000004,481.84573,195.37735,-232.87662000000003,321.85141,255.95186,-301.8826,83.3342,209.10617,-354.29742000000005,32.62056,228.21907000000002,-139.21251,45.44251,-55.460530000000006,-156.70152,672.84308,-108.43441999999999,-285.96387000000004,485.46582,-80.48288000000001,-273.51672,322.54309,-117.58508,-352.49545,93.3922,-35.59003,-340.19617,92.88734000000001,-140.23387,-195.7467,45.06472,85.28116999999999,-250.82297000000003,467.25815,169.27243,-292.19977,85.82288,,,,-62.75339,-396.12453999999997,31.101879999999998,2,9
33.18162,-272.22213999999997,1723.63684,53.87461999999999,-146.06377,1686.20239,25.75105,-334.54727,1600.76892,191.79626000000002,-265.1297,1478.57141,138.13994,-384.43689,1326.25806,476.13992,-302.86105,1428.24731,708.14221,-298.41492,1414.08948,-127.00826,-260.03472999999997,1466.20227,-405.80814,-266.6546,1408.4932900000001,-626.5400400000001,-216.31224,1420.74561,186.30649,-169.07637,974.64636,-95.04372,-167.74452,959.0591400000001,47.28828,-353.72913,1031.08557,186.36943,-150.22968999999998,706.5224,220.86047000000002,-263.37781,481.85275,195.3882,-232.79582000000002,321.8587,255.96954,-301.89542,83.3503,209.10876000000002,-354.29196,32.6411,228.23148999999998,-139.19086000000001,45.43803,-55.51749,-156.55638000000002,672.82092,-108.52002,-285.83475,485.46872,-80.57566,-273.45563,322.53528,-117.58176999999999,-352.48691,93.37549,-35.59025,-340.19321,92.9348,-140.23372,-195.74211,45.05617,85.29522,-250.55206,467.22073,169.32236,-292.18352999999996,85.82269000000001,,,,-62.743669999999995,-396.1402,31.0984,2,9
32.91741,-272.31485,1723.7835699999998,53.547619999999995,-146.09778,1686.1789600000002,25.29547,-334.58907999999997,1600.75781,191.52725,-265.41983,1478.85437,137.71385,-384.5553,1326.2381599999999,475.82669000000004,-303.77008,1428.35852,707.8002299999999,-298.99062999999995,1414.22021,-127.35961999999999,-259.90277000000003,1466.12939,-406.15297999999996,-266.2106,1408.30042,-626.7525,-215.47395,1420.1358599999999,186.19615,-169.07943999999998,974.7243699999999,-95.1888,-167.50201,959.05786,47.02579,-353.64703,1031.0307599999999,186.60425,-149.97186000000002,706.28955,220.82942000000003,-263.39288,481.918,195.41872,-232.74087999999998,321.87369,256.00357,-301.87987999999996,83.34615,209.1082,-354.2699,32.64634,228.23674,-139.17667,45.4686,-55.56751,-156.40335,672.79205,-108.57558,-285.74683,485.46149,-80.65822,-273.36411,322.52286000000004,-117.59166,-352.47064,93.37527,-35.3838,-340.53812,92.89961,-140.2254,-195.75723,45.04878,85.26446,-250.52855,467.20422,169.34157,-292.16174,85.85823,,,,-62.7689,-396.13653999999997,31.11068,2,9
32.52345,-272.32272,1723.7639199999999,53.27638,-146.11148,1686.1554,24.76905,-334.79022000000003,1600.84924,191.19473,-265.62131,1478.86096,137.24927,-384.67984,1326.21313,475.43422999999996,-303.68799,1428.35437,707.44983,-299.56653,1414.33252,-127.73273999999999,-259.75592,1466.06763,-406.483,-265.76578,1408.10254,-627.0817900000001,-214.99284,1420.2210699999998,186.09779,-169.14432,974.7493900000001,-95.23352,-167.4088,959.02136,46.71775,-353.60004,1031.02051,186.39427,-149.98628,706.65295,220.78711,-263.32922,481.94739000000004,195.42775,-232.65395,321.87064,256.04868,-301.91452000000004,83.36678,209.12691999999998,-354.26761,32.68618,228.24951000000001,-139.19275,45.43992,-55.62461,-156.23914,672.77399,-108.6713,-285.61374,485.45662999999996,-80.3112,-273.50957999999997,322.45474,-117.60693,-352.47278,93.39676999999999,-35.6091,-340.1701,92.89902,-140.22728,-195.72086000000002,45.07036,85.24046,-250.36712999999997,467.22821,169.37901000000002,-292.15558,85.87829,,,,-62.75218,-396.14325,31.105,2,9
32.13361,-272.33615,1723.77808,53.04585,-146.17439,1686.1402600000001,24.27771,-334.83533,1600.83447,190.86154,-265.79553,1478.8573,136.81874,-384.79138,1326.2002,475.08078,-304.0567,1428.4303,707.10852,-300.08252000000005,1414.45251,-128.12872,-259.60464,1465.9824199999998,-406.82318,-265.33008,1407.8762199999999,-627.35358,-214.09132000000002,1419.77612,185.95711,-169.23236,974.79706,-95.38280999999999,-167.15649,959.02484,46.426359999999995,-353.53299,1030.97705,186.36831999999998,-149.95618000000002,706.69556,220.77469,-263.2428,481.96417,195.42853,-232.54472,321.87198,256.0943,-301.92749,83.36957,209.16438,-354.29398,32.696979999999996,228.26276000000001,-139.19994,45.45898,-55.677409999999995,-156.08871000000002,672.75153,-108.80514,-285.46719,485.44888,-80.34243000000001,-273.43439,322.44312,-117.6341,-352.45023,93.36035,-35.621559999999995,-340.15564,92.92141,-140.22816,-195.74931,45.0698,85.19788,-250.24255,467.18658,169.42921,-292.13416,85.92835,,,,-62.763830000000006,-396.15808,31.10878,2,9
31.741690000000002,-272.34445,1723.76978,52.836380000000005,-146.23568999999998,1686.10425,23.76236,-334.845,1600.82141,190.53262,-265.98584,1478.84155,136.38834,-384.87534,1326.18713,474.74877999999995,-304.91205,1428.57654,706.71753,-300.61932,1414.5715300000002,-128.52159,-259.47302,1465.92993,-407.177,-264.88025,1407.63196,-627.6972,-213.50602999999998,1419.80505,185.81671,-169.3147,974.85602,-95.49234,-166.93756000000002,958.98688,46.08678,-353.45624,1030.93286,186.32777,-149.94318,706.74902,220.73459,-263.17368,481.99035999999995,195.50246,-232.53111,321.85257,256.17719,-301.92557,83.36703,209.19458,-354.27615,32.70916,228.25113,-139.19853,45.46703,-55.74705,-155.92755,672.7533599999999,-109.60953,-285.17392,485.57199,-80.8237,-273.13723999999996,322.46201,-117.62472,-352.44907,93.35598,-35.61436,-340.16217,92.96202,-140.22755,-195.7601,45.068329999999996,85.19511,-250.10782999999998,467.15063,169.91656,-292.21671000000003,85.77651999999999,,,,-62.766119999999994,-396.15939,31.09217,2,9
31.12942,-272.28442,1723.61829,52.62307,-146.30125,1686.0526100000002,23.24232,-335.03342000000004,1600.92371,190.17713999999998,-266.1734,1478.8313,135.95595,-384.97495,1326.15234,474.414,-305.22902999999997,1428.71497,706.37433,-301.10577,1414.73804,-128.9211,-259.31976000000003,1465.85608,-407.57268999999997,-264.41708,1407.34351,-627.99823,-212.65722999999997,1419.36682,185.69907,-169.38525,974.89075,-95.64081999999999,-166.69006000000002,958.9787,45.780359999999995,-353.41677999999996,1030.90564,186.28954,-149.92055,706.7836900000001,220.71468,-263.13849,482.00415,195.49049,-232.44759,321.86264,256.19022,-301.97092000000004,83.3659,209.23578999999998,-354.25943,32.73103,228.28243999999998,-139.17896000000002,45.47125,-55.79541,-155.76311,672.7481700000001,-109.76097,-284.98306,485.55447000000004,-80.87323,-273.05023,322.44293,-117.65297,-352.44083,93.36485,-35.45152,-340.51529,92.78891,-140.19343999999998,-195.78493999999998,45.07526,85.19852,-249.88992000000002,467.1452,169.52693,-292.11511,85.98531,,,,-62.76856,-396.16745,31.10128,2,9
30.709390000000003,-272.27161,1723.60315,52.454440000000005,-146.33151,1686.02612,22.758,-335.04181,1600.9356699999998,189.69463000000002,-266.2811,1478.49487,135.48915,-385.103,1326.12537,474.05051,-305.52121,1428.83813,706.04425,-301.5484,1414.94458,-129.30234,-259.16217,1465.79333,-408.00229,-263.95566,1407.0067099999999,-628.31696,-211.85635,1419.05994,185.57113999999999,-169.4886,974.93073,-95.78496,-166.452,958.97241,45.44162,-353.34112999999996,1030.86621,186.26189,-149.91615,706.84888,220.65032999999997,-263.11572,482.07263,195.58041,-232.5274,321.8855,256.24554,-301.95294,83.36536,209.24922,-354.2486,32.744040000000005,228.27688999999998,-139.17609,45.476079999999996,-55.86766,-155.58818,672.76367,-109.87058,-284.78027000000003,485.53055,-80.54109,-273.14841,322.37595,-117.69407,-352.4209,93.36991,-35.64416,-340.20833999999996,92.97213,-140.20141999999998,-195.78156,45.0643,85.16289,-249.76045,467.1239,170.00957,-292.17484,85.83561999999999,,,,-62.787169999999996,-396.17755,31.0974,2,9
30.5005,-272.31696,1723.75671,52.260329999999996,-146.35561,1685.9847399999999,22.29179,-334.81079,1600.84119,189.33421,-266.45883,1478.45264,134.99469,-385.21997000000005,1326.10889,473.64319000000006,-305.35526,1428.92456,705.70654,-301.96027000000004,1415.1735800000001,-129.73561,-258.98981000000003,1465.7446300000001,-408.41803,-263.5856,1406.60071,-628.62262,-210.9809,1418.6131599999999,185.41378999999998,-169.67093,974.92938,-95.93503,-166.21886999999998,958.96423,45.09435,-353.29486,1030.8336199999999,186.21014,-149.93088999999998,706.90344,220.60257000000001,-263.00253,482.09225,195.62447,-232.51611,321.87985,256.27255,-301.97302,83.39119000000001,209.27391,-354.24536,32.7886,228.30968,-139.17471,45.49822,-55.94625,-155.40549,672.73883,-110.03961000000001,-284.58609,485.5629,-81.04875,-272.81055,322.36365,-117.70188,-352.43784,93.34602,-35.66106,-340.1886,92.96918000000001,-140.21808000000001,-195.7632,45.0486,85.08738000000001,-249.39507999999998,467.20345999999995,169.6011,-292.07184,86.01527,,,,-62.78405,-396.18268,31.08905,2,9
30.134959999999996,-272.29306,1723.76538,52.12761,-146.38136,1685.92395,21.74111,-334.99857000000003,1600.94922,189.0484,-266.75513,1478.67419,134.48955,-385.3866,1326.0860599999999,473.29055999999997,-305.64703,1429.08142,705.35028,-302.36902000000003,1415.43921,-130.21561,-258.79541,1465.68823,-408.90424,-263.21671000000003,1406.10999,-628.9544099999999,-209.94894,1417.84412,185.28185,-169.79633,974.9630699999999,-96.0607,-165.91492,958.9317,44.713159999999995,-353.22861,1030.77539,186.20345,-149.96153,706.97974,220.53412000000003,-262.99857000000003,482.11938,195.62729,-232.41242999999997,321.87714,256.29803,-301.96657999999996,83.39559,209.28908,-354.22876,32.82497,228.32011,-139.18798999999999,45.50457,-56.0041,-155.18642,672.75177,-110.17124,-284.33884,485.53090999999995,-81.10754,-272.67749,322.36664,-117.7044,-352.41904,93.34669,-35.45726,-340.54462,92.98697,-140.17764,-195.78766000000002,45.06644,85.02088,-249.29424,467.19547,169.61658,-292.05347,86.04089,,,,-62.80375,-396.18637,31.0658,2,9
29.60065,-272.19727,1723.62708,52.06173,-146.43143999999998,1685.8961199999999,21.25222,-334.73758,1600.8559599999999,188.68915,-266.91739,1478.57092,133.98601000000002,-385.5014,1326.05334,472.97662,-306.3627,1429.3192099999999,704.99268,-302.6817,1415.71472,-130.72136,-258.59378,1465.63647,-409.46655,-262.90594,1405.526,-629.37518,-208.93813,1417.3250699999999,185.11887,-169.92244,975.00146,-96.26796999999999,-165.57068,958.89307,44.3064,-353.22226,1030.75403,186.15643,-149.98546000000002,707.0115400000001,220.45907999999997,-262.95511,482.14374000000004,195.58123999999998,-232.22037999999998,321.8638,256.32272,-301.98621,83.39191,209.3053,-354.23999,32.84751,228.33393999999998,-139.18874,45.52101,-56.076269999999994,-154.9809,672.76978,-110.28941,-284.07813,485.51178,-80.79903,-272.7373,322.29245,-117.73608999999999,-352.40375,93.3385,-35.486670000000004,-340.51587,92.8559,-140.18073,-195.77928,45.06589,84.9631,-249.06148,467.17456,169.66977,-291.99866000000003,86.06998,,,,-62.8033,-396.24062999999995,31.07524,2,9
