ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject2_file_464,"[0, 1, 4]",2.536705934775949,2.536705934775949,0,0.8205781602473057,2.536705934775949,0,0,0,0,0
subject2_file_409,"[1, 4]",1.7161277745286436,2.536705934775949,0,1.536705934775949,2.536705934775949,0,0,0,0,0
subject2_file_218,"[0, 1, 3, 4]",1.7161277745286436,1.7161277745286436,0,1.0,2.536705934775949,0,0,0,0,1.536705934775949
subject2_file_749,"[3, 7, 8, 9]",1.536705934775949,1.536705934775949,0.8205781602473057,0,2.536705934775949,0,0,0,0,2.536705934775949
subject2_file_452,[3],0,0,0,3.150305250739351,0,0,0,0,0,0.7161277745286435
subject2_file_517,"[1, 3]",1.8205781602473057,1.8205781602473057,0,0.8205781602473057,2.434177476210708,0,0,0,0,0
subject2_file_709,[1],2.434177476210708,2.434177476210708,0,0,2.434177476210708,0,0,0,0,0
subject2_file_650,"[0, 1, 4]",0.8205781602473057,1.4341774762107078,0.8205781602473057,0.613599315963402,1.8205781602473057,0.8205781602473057,0,0,0,1.8205781602473057
subject2_file_96,"[0, 1, 4]",1.613599315963402,3.150305250739351,0,0.8205781602473057,2.3297270904920455,0,0,0,0,0
subject2_file_500,"[0, 1]",3.150305250739351,3.150305250739351,0,1.4341774762107078,1.7161277745286436,0,0,0,0,0.7161277745286435
subject2_file_832,"[0, 3, 4, 7]",2.536705934775949,1.536705934775949,0.7161277745286435,1.536705934775949,1.613599315963402,0,0,0,0,1.613599315963402
subject2_file_980,"[7, 8, 9]",0.8205781602473057,0.8205781602473057,0.8205781602473057,0,2.536705934775949,0,0,0,0,2.536705934775949
subject2_file_923,[3],0.613599315963402,0.613599315963402,0,3.150305250739351,0.613599315963402,0,0,0,0,0
subject2_file_314,"[1, 3]",1.613599315963402,2.434177476210708,0,0.8205781602473057,1.613599315963402,0,0,0,0,0
subject2_file_731,[1],2.434177476210708,2.434177476210708,0,0.8205781602473057,1.613599315963402,0,0,0,0,0
subject2_file_592,"[0, 1, 4]",1.0,1.0,0,0.613599315963402,2.536705934775949,0,0,0,0,0.7161277745286435
subject2_file_129,"[0, 1, 4]",3.150305250739351,3.150305250739351,0,0.7161277745286435,3.150305250739351,0,0,0,0,0
subject2_file_549,"[0, 1, 3, 4]",2.3297270904920455,1.7161277745286436,0.613599315963402,2.536705934775949,2.3297270904920455,0,0,0,0,0
subject2_file_17,"[3, 7, 8, 9]",1.4341774762107078,0.613599315963402,1.4341774762107078,0.7161277745286435,1.8205781602473057,0.8205781602473057,0,0,0,1.8205781602473057
subject2_file_49,[3],0.613599315963402,0.613599315963402,0.7161277745286435,1.8205781602473057,1.3297270904920455,0,0,0,0,0
subject2_file_402,"[1, 3]",2.434177476210708,2.434177476210708,0,0,2.434177476210708,0,0,0,0,0
subject2_file_526,[1],2.434177476210708,2.434177476210708,0,0.8205781602473057,1.613599315963402,0,0,0,0,0
subject2_file_942,"[0, 1]",2.434177476210708,2.434177476210708,0,0.8205781602473057,1.613599315963402,0,0,0,0,0
subject2_file_724,"[0, 1, 4]",1.613599315963402,2.434177476210708,0,1.4341774762107078,1.0,0,0,0,0,1.0
subject2_file_74,"[0, 1, 4]",3.150305250739351,2.434177476210708,0,0.8205781602473057,3.150305250739351,0,0,0,0,0
subject2_file_248,"[0, 1, 3, 4, 7]",0.613599315963402,0.613599315963402,0,2.536705934775949,0.613599315963402,0,0,0.7161277745286435,0,0.613599315963402
subject2_file_344,"[7, 8, 9]",0.8205781602473057,0,0,0,2.536705934775949,0,0,0,0,3.150305250739351
subject2_file_588,[3],0,0,0,3.150305250739351,0,0,0,0,0,0
subject2_file_295,"[1, 3]",1.8205781602473057,1.8205781602473057,0,1.4341774762107078,1.0,0,0,0,0,0
subject2_file_658,[1],1.8205781602473057,1.8205781602473057,0,0,1.8205781602473057,0,0,0,0,0
subject2_file_358,"[0, 1, 4]",2.434177476210708,2.434177476210708,0,0.8205781602473057,3.150305250739351,0,0,0,0,0.7161277745286435
subject2_file_746,"[1, 4]",1.8205781602473057,1.8205781602473057,0,0.613599315963402,2.536705934775949,0,0,0,0,0.7161277745286435
subject2_file_541,"[0, 1, 3, 4, 7, 8]",1.536705934775949,0.8205781602473057,0,1.8205781602473057,1.3297270904920455,0,0,0,0,1.3297270904920455
subject2_file_202,"[8, 9]",0.8205781602473057,0.8205781602473057,0.8205781602473057,0.613599315963402,2.536705934775949,0.8205781602473057,0.613599315963402,0.613599315963402,0.613599315963402,1.7161277745286436
subject2_file_171,[3],2.536705934775949,3.150305250739351,0.7161277745286435,2.150305250739351,1.0,0,0,0,0,1.0
subject2_file_840,"[1, 3]",2.434177476210708,2.434177476210708,0,0.8205781602473057,1.613599315963402,0,0,0,0,0
subject2_file_436,"[0, 1]",2.434177476210708,2.434177476210708,0,0,2.434177476210708,0,0,0,0,0
subject2_file_85,"[0, 1, 4]",1.3297270904920455,1.3297270904920455,0,0.8205781602473057,2.3297270904920455,0,0,0,0,1.0
subject2_file_681,"[0, 1, 4]",2.536705934775949,2.3297270904920455,0,0.613599315963402,2.536705934775949,0,0,0,0,1.536705934775949
subject2_file_495,"[0, 3, 4, 7, 8]",2.3297270904920455,3.150305250739351,0,1.613599315963402,3.150305250739351,0,0,0,0,0
subject2_file_341,"[8, 9]",0.7161277745286435,0.613599315963402,0,0.613599315963402,1.8205781602473057,0.8205781602473057,1.3297270904920455,0.613599315963402,0.613599315963402,2.536705934775949
subject2_file_522,[3],0.7161277745286435,0.613599315963402,0.7161277745286435,2.434177476210708,0.7161277745286435,0,0,0,0,0
subject2_file_324,"[0, 1, 3]",2.434177476210708,1.8205781602473057,0,0,3.150305250739351,0,0,0,0,0.7161277745286435
subject2_file_157,"[0, 2, 4, 5, 9]",0,0,0,1.3297270904920455,1.8205781602473057,1.8205781602473057,0,0,0,1.8205781602473057
subject2_file_775,[3],1.3297270904920455,1.3297270904920455,0.7161277745286435,2.434177476210708,1.3297270904920455,0.7161277745286435,0.7161277745286435,0,0,0.8205781602473057
subject2_file_336,"[0, 1, 3]",2.434177476210708,2.434177476210708,0,0,3.150305250739351,0,0,0,0,0.7161277745286435
subject2_file_838,"[0, 2, 4, 5, 9]",0.7161277745286435,0,0,0.613599315963402,2.536705934775949,0,0,0,0,2.536705934775949
subject2_file_911,[9],0,0,0,0,2.3297270904920455,0,0,0,0,1.613599315963402
subject2_file_175,[3],0,0,0,1.8205781602473057,0.613599315963402,0,0,0,0,0.7161277745286435
subject2_file_114,"[0, 1, 3]",2.536705934775949,1.8205781602473057,0.7161277745286435,2.150305250739351,1.8205781602473057,0,0,0,0,0
subject2_file_926,"[0, 2, 4, 5, 9]",1.0,1.0,0,2.434177476210708,1.0,0,0,0,0,0.7161277745286435
subject2_file_473,[9],0,0.613599315963402,0,1.613599315963402,2.150305250739351,0.8205781602473057,0,0,0,1.536705934775949
subject2_file_917,[3],0,0.613599315963402,0,1.8205781602473057,0.7161277745286435,0,0,0,0,0.7161277745286435
subject2_file_763,"[0, 1, 3]",3.150305250739351,3.150305250739351,0,0,3.150305250739351,0,0,0,0,0.7161277745286435
subject2_file_624,"[0, 2, 4, 5, 9]",0.8205781602473057,0.8205781602473057,0.8205781602473057,1.3297270904920455,1.8205781602473057,1.0,0,0,0,1.8205781602473057
subject2_file_952,[9],0,0,0,0,1.872711228766821,0,0,0,0,2.620475848505757
subject2_file_328,[3],0,0,0,2.434177476210708,0.7161277745286435,0,0.8205781602473057,0,0,0.7161277745286435
subject2_file_204,"[1, 3]",1.613599315963402,2.434177476210708,0,0,2.434177476210708,0,0,0,0,1.0
subject2_file_89,"[0, 1, 2, 4, 5]",2.3297270904920455,2.3297270904920455,0,0.8205781602473057,2.3297270904920455,0,0,0,0,0.7161277745286435
subject2_file_616,"[4, 9]",1.536705934775949,0.8205781602473057,0.8205781602473057,1.7161277745286436,1.536705934775949,0,0,0,0,1.4341774762107078
subject2_file_642,[3],0.7161277745286435,0,0.7161277745286435,1.8205781602473057,0.7161277745286435,0.7161277745286435,0,0,0.8205781602473057,1.536705934775949
subject2_file_721,"[1, 3]",1.0,1.0,0,0,1.8205781602473057,0,0,0,0,0.8205781602473057
subject2_file_199,"[0, 1, 2, 4, 5]",2.536705934775949,2.536705934775949,0,0,2.536705934775949,0,0,0,0,0
subject2_file_378,"[4, 5, 9]",0.8205781602473057,0.8205781602473057,0.8205781602473057,0.7161277745286435,1.8205781602473057,0,0,0,0,1.8205781602473057
