,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,subject_id,activity
13,33.60614,-272.20782,1723.65234,54.12494,-146.01141,1686.2414600000002,26.18127,-334.5354,1600.76892,192.15236,-264.91974,1478.5708,138.53036,-384.34036,1326.29175,476.51593,-302.85739,1428.24011,708.45453,-297.80115,1413.95264,-126.69749,-260.17477,1466.26929,-405.45212,-267.11072,1408.64966,-626.15997,-216.85158,1420.69568,186.39642,-168.99895,974.62964,-94.92587,-167.97713000000002,959.08868,47.57978,-353.82712000000004,1031.11865,186.6067,-150.21306,706.15063,220.90762,-263.48776000000004,481.84573,195.37735,-232.87662000000003,321.85141,255.95186,-301.8826,83.3342,209.10617,-354.29742000000005,32.62056,228.21907,-139.21251,45.44251,-55.460530000000006,-156.70152,672.84308,-108.43442,-285.96387000000004,485.46582,-80.48288000000001,-273.51672,322.54309,-117.58508,-352.49545,93.3922,-35.59003,-340.19617,92.88734,-140.23387,-195.7467,45.06472,85.28116999999999,-250.82297000000003,467.25815,169.27243,-292.19977,85.82288,,,,-62.75339,-396.12454,31.10188,2,9
14,33.18162,-272.22214,1723.63684,53.87461999999999,-146.06377,1686.20239,25.75105,-334.54727,1600.76892,191.79626,-265.1297,1478.57141,138.13994,-384.43689,1326.25806,476.13992,-302.86105,1428.24731,708.14221,-298.41492,1414.08948,-127.00826,-260.03473,1466.20227,-405.80814,-266.6546,1408.49329,-626.5400400000001,-216.31224,1420.74561,186.30649,-169.07637,974.64636,-95.04372,-167.74452,959.05914,47.28828,-353.72913,1031.08557,186.36943,-150.22968999999998,706.5224,220.86047,-263.37781,481.85275,195.3882,-232.79582,321.8587,255.96954,-301.89542,83.3503,209.10876,-354.29196,32.6411,228.23149,-139.19086,45.43803,-55.51749,-156.55638000000002,672.82092,-108.52002,-285.83475,485.46872,-80.57566,-273.45563,322.53528,-117.58177,-352.48691,93.37549,-35.59025,-340.19321,92.9348,-140.23372,-195.74211,45.05617,85.29522,-250.55206,467.22073,169.32236,-292.18353,85.82269000000001,,,,-62.74367,-396.1402,31.0984,2,9
15,32.91741,-272.31485,1723.7835699999998,53.54762,-146.09778,1686.1789600000002,25.29547,-334.58908,1600.75781,191.52725,-265.41983,1478.85437,137.71385,-384.5553,1326.23816,475.82669,-303.77008,1428.35852,707.8002299999999,-298.99062999999995,1414.22021,-127.35962,-259.90277000000003,1466.12939,-406.15298,-266.2106,1408.30042,-626.7525,-215.47395,1420.13586,186.19615,-169.07943999999998,974.72437,-95.1888,-167.50201,959.05786,47.02579,-353.64703,1031.03076,186.60425,-149.97186000000002,706.28955,220.82942000000003,-263.39288,481.918,195.41872,-232.74088,321.87369,256.00357,-301.87988,83.34615,209.1082,-354.2699,32.64634,228.23674,-139.17667,45.4686,-55.56751,-156.40335,672.79205,-108.57558,-285.74683,485.46149,-80.65822,-273.36411,322.52286000000004,-117.59166,-352.47064,93.37527,-35.3838,-340.53812,92.89961,-140.2254,-195.75723,45.04878,85.26446,-250.52855,467.20422,169.34157,-292.16174,85.85823,,,,-62.7689,-396.13654,31.11068,2,9
16,32.52345,-272.32272,1723.76392,53.27638,-146.11148,1686.1554,24.76905,-334.79022000000003,1600.84924,191.19473,-265.62131,1478.86096,137.24927,-384.67984,1326.21313,475.43423,-303.68799,1428.35437,707.44983,-299.56653,1414.33252,-127.73274,-259.75592,1466.06763,-406.483,-265.76578,1408.10254,-627.0817900000001,-214.99284,1420.2210699999998,186.09779,-169.14432,974.74939,-95.23352,-167.4088,959.02136,46.71775,-353.60004,1031.02051,186.39427,-149.98628,706.65295,220.78711,-263.32922,481.94739,195.42775,-232.65395,321.87064,256.04868,-301.91452000000004,83.36678,209.12692,-354.26761,32.68618,228.24951,-139.19275,45.43992,-55.62461,-156.23914,672.77399,-108.6713,-285.61374,485.45663,-80.3112,-273.50958,322.45474,-117.60693,-352.47278,93.39677,-35.6091,-340.1701,92.89902,-140.22728,-195.72086,45.07036,85.24046,-250.36713,467.22821,169.37901000000002,-292.15558,85.87829,,,,-62.75218,-396.14325,31.105,2,9
17,32.13361,-272.33615,1723.77808,53.04585,-146.17439,1686.14026,24.27771,-334.83533,1600.83447,190.86154,-265.79553,1478.8573,136.81874,-384.79138,1326.2002,475.08078,-304.0567,1428.4303,707.10852,-300.08252000000005,1414.45251,-128.12872,-259.60464,1465.9824199999998,-406.82318,-265.33008,1407.87622,-627.35358,-214.09132,1419.77612,185.95711,-169.23236,974.79706,-95.38281,-167.15649,959.02484,46.42636,-353.53299,1030.97705,186.36832,-149.95618000000002,706.69556,220.77469,-263.2428,481.96417,195.42853,-232.54472,321.87198,256.0943,-301.92749,83.36957,209.16438,-354.29398,32.69698,228.26276,-139.19994,45.45898,-55.67741,-156.08871000000002,672.75153,-108.80514,-285.46719,485.44888,-80.34243000000001,-273.43439,322.44312,-117.6341,-352.45023,93.36035,-35.621559999999995,-340.15564,92.92141,-140.22816,-195.74931,45.0698,85.19788,-250.24255,467.18658,169.42921,-292.13416,85.92835,,,,-62.763830000000006,-396.15808,31.10878,2,9
18,31.74169,-272.34445,1723.76978,52.836380000000005,-146.23568999999998,1686.10425,23.76236,-334.845,1600.82141,190.53262,-265.98584,1478.84155,136.38834,-384.87534,1326.18713,474.74878,-304.91205,1428.57654,706.71753,-300.61932,1414.5715300000002,-128.52159,-259.47302,1465.92993,-407.177,-264.88025,1407.63196,-627.6972,-213.50603,1419.80505,185.81671,-169.3147,974.85602,-95.49234,-166.93756000000002,958.98688,46.08678,-353.45624,1030.93286,186.32777,-149.94318,706.74902,220.73459,-263.17368,481.99036,195.50246,-232.53111,321.85257,256.17719,-301.92557,83.36703,209.19458,-354.27615,32.70916,228.25113,-139.19853,45.46703,-55.74705,-155.92755,672.7533599999999,-109.60953,-285.17392,485.57199,-80.8237,-273.13724,322.46201,-117.62472,-352.44907,93.35598,-35.61436,-340.16217,92.96202,-140.22755,-195.7601,45.06833,85.19511,-250.10783,467.15063,169.91656,-292.21671000000003,85.77651999999999,,,,-62.76612,-396.15939,31.09217,2,9
19,31.12942,-272.28442,1723.61829,52.62307,-146.30125,1686.0526100000002,23.24232,-335.03342000000004,1600.92371,190.17714,-266.1734,1478.8313,135.95595,-384.97495,1326.15234,474.414,-305.22903,1428.71497,706.37433,-301.10577,1414.73804,-128.9211,-259.31976000000003,1465.85608,-407.57269,-264.41708,1407.34351,-627.99823,-212.65723,1419.36682,185.69907,-169.38525,974.89075,-95.64082,-166.69006000000002,958.9787,45.78036,-353.41678,1030.90564,186.28954,-149.92055,706.7836900000001,220.71468,-263.13849,482.00415,195.49049,-232.44759,321.86264,256.19022,-301.97092000000004,83.3659,209.23579,-354.25943,32.73103,228.28244,-139.17896000000002,45.47125,-55.79541,-155.76311,672.7481700000001,-109.76097,-284.98306,485.55447,-80.87323,-273.05023,322.44293,-117.65297,-352.44083,93.36485,-35.45152,-340.51529,92.78891,-140.19343999999998,-195.78494,45.07526,85.19852,-249.88992,467.1452,169.52693,-292.11511,85.98531,,,,-62.76856,-396.16745,31.10128,2,9
20,30.709390000000003,-272.27161,1723.60315,52.454440000000005,-146.33151,1686.02612,22.758,-335.04181,1600.9356699999998,189.69463,-266.2811,1478.49487,135.48915,-385.103,1326.12537,474.05051,-305.52121,1428.83813,706.04425,-301.5484,1414.94458,-129.30234,-259.16217,1465.79333,-408.00229,-263.95566,1407.00671,-628.31696,-211.85635,1419.05994,185.57114,-169.4886,974.93073,-95.78496,-166.452,958.97241,45.44162,-353.34113,1030.86621,186.26189,-149.91615,706.84888,220.65033,-263.11572,482.07263,195.58041,-232.5274,321.8855,256.24554,-301.95294,83.36536,209.24922,-354.2486,32.744040000000005,228.27689,-139.17609,45.47608,-55.86766,-155.58818,672.76367,-109.87058,-284.78027000000003,485.53055,-80.54109,-273.14841,322.37595,-117.69407,-352.4209,93.36991,-35.64416,-340.20834,92.97213,-140.20141999999998,-195.78156,45.0643,85.16289,-249.76045,467.1239,170.00957,-292.17484,85.83561999999999,,,,-62.78717,-396.17755,31.0974,2,9
21,30.5005,-272.31696,1723.75671,52.26033,-146.35561,1685.98474,22.29179,-334.81079,1600.84119,189.33421,-266.45883,1478.45264,134.99469,-385.2199700000001,1326.10889,473.64319000000006,-305.35526,1428.92456,705.70654,-301.96027000000004,1415.17358,-129.73561,-258.98981000000003,1465.74463,-408.41803,-263.5856,1406.60071,-628.62262,-210.9809,1418.61316,185.41379,-169.67093,974.92938,-95.93503,-166.21886999999998,958.96423,45.09435,-353.29486,1030.83362,186.21014,-149.93088999999998,706.90344,220.60257,-263.00253,482.09225,195.62447,-232.51611,321.87985,256.27255,-301.97302,83.39119000000001,209.27391,-354.24536,32.7886,228.30968,-139.17471,45.49822,-55.94625,-155.40549,672.73883,-110.03961,-284.58609,485.5629,-81.04875,-272.81055,322.36365,-117.70188,-352.43784,93.34602,-35.66106,-340.1886,92.96918,-140.21808,-195.7632,45.0486,85.08738000000001,-249.39508,467.20346,169.6011,-292.07184,86.01527,,,,-62.78405,-396.18268,31.08905,2,9
22,30.13496,-272.29306,1723.76538,52.12761,-146.38136,1685.92395,21.74111,-334.99857000000003,1600.94922,189.0484,-266.75513,1478.67419,134.48955,-385.3866,1326.08606,473.29056,-305.64703,1429.08142,705.35028,-302.36902000000003,1415.43921,-130.21561,-258.79541,1465.68823,-408.90424,-263.21671000000003,1406.10999,-628.9544099999999,-209.94894,1417.84412,185.28185,-169.79633,974.96307,-96.0607,-165.91492,958.9317,44.71316,-353.22861,1030.77539,186.20345,-149.96153,706.97974,220.53412000000003,-262.99857000000003,482.11938,195.62729,-232.41243,321.87714,256.29803,-301.96658,83.39559,209.28908,-354.22876,32.82497,228.32011,-139.18799,45.50457,-56.0041,-155.18642,672.75177,-110.17124,-284.33884,485.53091,-81.10754,-272.67749,322.36664,-117.7044,-352.41904,93.34669,-35.45726,-340.54462,92.98697,-140.17764,-195.78766,45.06644,85.02088,-249.29424,467.19547,169.61658,-292.05347,86.04089,,,,-62.80375,-396.18637,31.0658,2,9
23,29.60065,-272.19727,1723.62708,52.06173,-146.43143999999998,1685.89612,21.25222,-334.73758,1600.85596,188.68915,-266.91739,1478.57092,133.98601000000002,-385.5014,1326.05334,472.97662,-306.3627,1429.31921,704.99268,-302.6817,1415.71472,-130.72136,-258.59378,1465.63647,-409.46655,-262.90594,1405.526,-629.37518,-208.93813,1417.32507,185.11887,-169.92244,975.00146,-96.26797,-165.57068,958.89307,44.3064,-353.22226,1030.75403,186.15643,-149.98546000000002,707.0115400000001,220.45908,-262.95511,482.14374,195.58124,-232.22038,321.8638,256.32272,-301.98621,83.39191,209.3053,-354.23999,32.84751,228.33394,-139.18874,45.52101,-56.07627,-154.9809,672.76978,-110.28941,-284.07813,485.51178,-80.79903,-272.7373,322.29245,-117.73609,-352.40375,93.3385,-35.486670000000004,-340.51587,92.8559,-140.18073,-195.77928,45.06589,84.9631,-249.06148,467.17456,169.66977,-291.99866000000003,86.06998,,,,-62.8033,-396.24063,31.07524,2,9
24,29.25047,-272.16025,1723.62244,51.99438,-146.45903,1685.8187300000002,20.73545,-334.77411,1600.87341,188.32039,-267.09894,1478.47839,133.42136000000002,-385.62323,1326.03113,472.61081,-306.65234,1429.48145,704.67206,-303.00494,1416.01575,-131.22159,-258.38361000000003,1465.56177,-410.02426,-262.61871,1404.87744,-629.76349,-207.98303,1416.68152,184.96001,-170.06049,975.03827,-96.2887,-165.52335,958.92468,43.86877,-353.19946,1030.71204,186.13704,-150.02588,707.0719,220.39285,-262.95193,482.17136,195.59567,-232.15758,321.86798,256.3486,-302.02203,83.41911999999999,209.30942,-354.2045,32.87985,228.35915,-139.18427,45.53268,-56.15954,-154.74123,672.73492,-109.67264,-283.98035,485.33362,-81.28211999999999,-272.39468,322.27753,-117.75967,-352.38925,93.30903,-35.49074,-340.54132000000004,93.01649,-140.17035,-195.78651,45.0663,84.89545,-248.95058,467.1478,170.11858999999998,-292.07281,85.92625,,,,-62.79353,-396.2168,31.06132,2,9
25,28.93725,-272.1358,1723.62708,51.9853,-146.47595,1685.7585399999998,20.20059,-334.74286,1600.88184,187.83972,-267.18921,1478.08997,132.88669,-385.74347,1326.02002,472.24509000000006,-306.92368,1429.67371,704.34442,-303.02164,1416.20264,-131.72644,-258.19345,1465.48975,-410.5766,-262.31488,1404.13806,-630.1719400000001,-206.8475,1415.84778,184.8017,-170.20152,975.06219,-96.42975,-165.2666,958.94012,43.47244,-353.1459,1030.70142,186.11574,-150.09587,707.10919,220.3038,-263.0015,482.19482,195.60414,-232.11398,321.87497,256.38354,-302.0405,83.41761,209.33624,-354.17514,32.87457,228.37677,-139.17081000000002,45.54181,-56.24493,-154.4814,672.74493,-109.85262,-283.69473,485.30389,-81.37737,-272.21765,322.25266,-117.7839,-352.3949,93.3097,-35.54142,-340.50232,92.85366,-140.14643999999998,-195.7963,45.06086,84.85574,-248.75717000000003,467.09732,169.73355,-291.98297,86.11855,,,,-62.82749,-396.2118200000001,31.06166,2,9
26,28.65975,-272.08481,1723.62622,52.05365,-146.50691,1685.68323,19.62785,-334.75192000000004,1600.9085699999998,187.57782,-267.39786000000004,1477.94019,132.32518000000002,-385.92117,1325.97888,471.84766,-306.74628,1429.84045,704.01276,-303.26047,1416.58813,-132.26573,-257.96481,1465.42297,-411.2168,-261.98419,1403.40369,-630.63281,-205.69141,1415.09875,184.67577,-170.35365,975.10071,-96.59266,-164.97118,958.9491,42.98058,-353.0737,1030.64063,186.09293,-150.15576,707.16913,220.23074,-263.06842,482.23978,195.60039,-232.08286,321.88071,256.42099,-302.07169,83.4509,209.35774,-354.21304,32.91333,228.3889,-139.21211,45.54625,-56.3469,-154.18892,672.76208,-110.02163,-283.39246,485.32217,-81.43966,-272.07117,322.19354,-117.8214,-352.35153,93.30256,-35.53778,-340.46255,93.02792,-140.17523,-195.8161,45.07047,84.79483,-248.6273,467.14059,170.17233000000002,-292.02795,85.98624000000001,25.73845,-261.46555,484.23361,-62.81185,-396.20612,31.05094,2,9
27,28.4088,-272.02289,1723.6293899999998,52.37863,-146.80455,1685.49634,18.99011,-334.92575,1601.08411,187.13412,-267.69693,1478.08826,131.75864,-386.09851,1325.95264,471.50339,-306.96606,1430.09302,703.70209,-303.39819,1416.99158,-132.88091,-257.71317,1465.30334,-411.90799,-261.58368,1402.62,-631.08484,-204.43352,1414.32056,184.50784,-170.52658,975.117,-96.73459,-164.70799,958.94934,42.52514,-353.03568,1030.61707,186.05408,-150.22354,707.20514,220.11583,-263.03781000000004,482.25861,195.61717,-232.02881,321.84039,256.58652,-301.61713,83.01954,209.39798,-354.20016,32.92187,228.39301,-139.19574,45.56408,-56.45282,-153.88025,672.80597,-110.96452,-282.91827,485.44604,-81.54535,-271.8335,322.15851000000004,-117.82634,-352.32941,93.3075,-35.436040000000006,-340.62845,92.88034,-140.14139,-195.80394,45.03957,84.70569,-248.47412000000003,467.0786700000001,170.22423,-291.98746,86.00399,25.57055,-261.28906,484.2381,-62.80076999999999,-396.22623,31.056790000000003,2,9
28,28.35612,-271.99094,1723.7742899999998,52.63656999999999,-146.84138000000002,1685.39185,18.30706,-334.85675,1601.1488,186.77716,-267.81561,1478.00964,131.12842,-386.25659,1325.88855,471.1470900000001,-307.17114,1430.27234,703.3759200000001,-303.6553,1417.53345,-133.51582,-257.47278,1465.16443,-412.60599,-261.22946,1401.7301,-631.5210599999999,-203.04164,1413.19141,184.35519,-170.7121,975.14325,-96.92931,-164.29842,958.83026,42.04788,-352.78473,1030.5011,186.00618,-150.32397,707.23376,220.04683,-263.05142,482.27853,195.62448,-232.00044,321.82455,256.65234,-301.66211,83.03503,209.43689,-354.17975,32.90176,228.40102,-139.226,45.57372,-56.57734,-153.56528,672.82385,-110.42829,-282.71396,485.29935,-81.29813,-271.82999,322.05945,-117.855,-352.28897,93.30673,-35.46171,-340.6373,92.93406,-140.14659,-195.76228,45.0663,84.73680999999999,-248.51555,466.85278,170.28267,-291.98114,86.03036999999999,25.56842,-261.4465,484.19373,-62.80274,-396.383,31.1283,2,9
